Unnamed: 0,ID,Year_Birth,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Education_2n Cycle,Education_Basic,Education_Graduation,Education_Master,Education_PhD,Marital_Status_Absurd,Marital_Status_Alone,Marital_Status_Divorced,Marital_Status_Married,Marital_Status_Single,Marital_Status_Together,Marital_Status_Widow,Marital_Status_YOLO,total_spent,total_purchases,ROI,Total_Conversions,Conversion_Rate,CPA,Total_Leads,Max_Leads_Source,Total_Purchases,Total_Spent
31,3033,1963,38620.0,0,0,2013-05-11,56,112,17,44,34,22,89,1,2,5,3,3,0,0,0,0,0,0,3,11,0,False,False,False,True,False,False,False,False,False,False,True,False,False,318,10,266.66666666666663,0,0.0,0.0,10,NumCatalogPurchases,10,318
32,5710,1970,40548.0,0,1,2012-10-10,31,110,0,5,2,0,3,2,2,1,4,5,0,1,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,False,False,True,False,False,120,7,266.66666666666663,1,1.0,3.0,7,NumStorePurchases,7,120
33,7373,1952,46610.0,0,2,2012-10-29,8,96,12,96,33,22,43,6,4,1,6,6,0,0,0,0,0,0,3,11,1,False,False,False,False,True,False,False,True,False,False,False,False,False,302,11,266.66666666666663,0,0.0,0.0,11,NumStorePurchases,11,302
34,8755,1946,68657.0,0,0,2013-02-20,4,482,34,471,119,68,22,1,3,5,9,7,0,0,0,0,0,0,3,11,0,False,False,False,True,False,False,False,False,True,False,False,False,False,1196,17,266.66666666666663,0,0.0,0.0,17,NumStorePurchases,17,1196
35,10738,1951,49389.0,1,1,2013-08-29,55,40,0,19,2,1,3,1,2,0,3,7,0,0,0,0,0,0,3,11,0,False,False,False,True,False,False,False,False,False,True,False,False,False,65,5,266.66666666666663,0,0.0,0.0,5,NumStorePurchases,5,65
36,4339,1970,67353.0,0,1,2013-12-31,37,702,17,151,0,8,35,5,5,6,12,2,0,0,0,0,0,0,3,11,0,False,False,False,False,True,False,False,False,True,False,False,False,False,913,23,266.66666666666663,0,0.0,0.0,23,NumStorePurchases,23,913
37,10755,1976,23718.0,1,0,2013-09-02,76,6,3,14,15,7,36,3,3,1,2,7,0,0,0,0,0,0,3,11,0,True,False,False,False,False,False,False,False,True,False,False,False,False,81,6,266.66666666666663,0,0.0,0.0,6,NumWebPurchases,6,81
38,8595,1973,42429.0,0,1,2014-02-11,99,55,0,6,2,0,4,2,1,1,3,5,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,False,False,False,True,False,67,5,266.66666666666663,0,0.0,0.0,5,NumStorePurchases,5,67
39,2968,1943,48948.0,0,0,2013-02-01,53,437,8,206,160,49,42,2,7,10,5,6,1,0,0,0,0,0,3,11,1,False,False,False,False,True,False,False,True,False,False,False,False,False,902,22,266.66666666666663,1,1.0,3.0,22,NumCatalogPurchases,22,902
40,8601,1980,80011.0,0,1,2013-04-29,3,421,76,536,82,178,102,2,8,6,5,4,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,True,False,False,False,False,1395,19,266.66666666666663,0,0.0,0.0,19,NumWebPurchases,19,1395
41,503,1985,20559.0,1,0,2013-03-12,88,13,1,29,3,0,7,2,2,0,3,8,0,0,0,0,0,0,3,11,0,False,False,False,True,False,False,False,False,True,False,False,False,False,53,5,266.66666666666663,0,0.0,0.0,5,NumStorePurchases,5,53
42,8430,1957,21994.0,0,1,2012-12-24,4,9,0,6,3,1,3,1,0,0,3,5,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,False,False,True,False,False,22,3,266.66666666666663,0,0.0,0.0,3,NumStorePurchases,3,22
43,7281,1959,51381.5,0,0,2013-11-05,80,81,11,50,3,2,39,1,1,3,4,2,0,0,0,0,0,0,3,11,0,False,False,False,False,True,False,False,False,False,True,False,False,False,186,8,266.66666666666663,0,0.0,0.0,8,NumStorePurchases,8,186
44,2139,1975,7500.0,1,0,2013-10-02,19,3,1,10,3,2,12,3,2,0,3,5,0,0,0,0,0,0,3,11,0,False,False,False,True,False,False,False,False,True,False,False,False,False,31,5,266.66666666666663,0,0.0,0.0,5,NumStorePurchases,5,31
45,1371,1976,79941.0,0,0,2014-06-28,72,123,164,266,227,30,174,1,2,4,9,1,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,False,True,False,False,False,984,15,266.66666666666663,0,0.0,0.0,15,NumStorePurchases,15,984
46,9909,1996,7500.0,0,0,2012-11-09,24,3,18,14,15,22,50,3,3,1,3,9,0,0,0,0,0,0,3,11,1,True,False,False,False,False,False,False,False,True,False,False,False,False,122,7,266.66666666666663,0,0.0,0.0,7,NumWebPurchases,7,122
47,7286,1968,41728.0,1,0,2013-05-24,92,13,6,15,3,5,13,1,2,0,2,10,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,False,False,True,False,False,55,4,266.66666666666663,0,0.0,0.0,4,NumWebPurchases,4,55
48,7244,1951,51381.5,2,1,2014-01-01,96,48,5,48,6,10,7,3,2,1,4,6,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,False,True,False,False,False,124,7,266.66666666666663,0,0.0,0.0,7,NumStorePurchases,7,124
49,6566,1954,72550.0,1,1,2012-11-08,39,826,50,317,50,38,38,9,5,2,12,8,0,0,0,0,0,0,3,11,0,False,False,False,False,True,False,False,False,True,False,False,False,False,1319,19,266.66666666666663,0,0.0,0.0,19,NumStorePurchases,19,1319
50,8614,1957,65486.0,0,1,2014-05-12,29,245,19,125,37,67,14,1,4,2,10,2,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,False,False,False,True,False,507,16,266.66666666666663,0,0.0,0.0,16,NumStorePurchases,16,507
51,4114,1964,79143.0,0,0,2012-08-11,2,650,37,780,27,167,32,1,6,9,13,3,0,0,0,0,0,0,3,11,0,False,False,False,True,False,False,False,False,True,False,False,False,False,1693,28,266.66666666666663,0,0.0,0.0,28,NumStorePurchases,28,1693
52,1331,1977,35790.0,1,0,2013-01-02,54,12,6,20,30,1,3,2,2,0,3,7,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,False,True,False,False,False,72,5,266.66666666666663,0,0.0,0.0,5,NumStorePurchases,5,72
53,2225,1977,82582.0,0,0,2014-06-07,54,510,120,550,156,40,241,1,4,9,7,1,1,0,0,1,0,0,3,11,1,False,False,True,False,False,False,False,True,False,False,False,False,False,1617,20,266.66666666666663,2,1.0,1.5,20,NumCatalogPurchases,20,1617
54,9381,1978,66373.0,1,1,2013-06-12,57,328,9,124,12,24,109,7,4,2,10,3,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,True,False,False,False,False,606,16,266.66666666666663,0,0.0,0.0,16,NumStorePurchases,16,606
55,6260,1955,82384.0,0,0,2012-11-19,55,984,51,432,180,120,190,1,3,10,13,1,0,0,1,0,0,0,3,11,1,False,False,False,True,False,False,False,False,False,False,True,False,False,1957,26,266.66666666666663,1,1.0,3.0,26,NumStorePurchases,26,1957
56,10383,1966,70287.0,0,0,2013-04-02,30,295,35,482,121,120,40,1,5,5,10,3,0,0,0,0,0,0,3,11,1,False,False,True,False,False,False,False,True,False,False,False,False,False,1093,20,266.66666666666663,0,0.0,0.0,20,NumStorePurchases,20,1093
57,7437,1988,27938.0,1,0,2014-04-28,31,13,0,8,2,1,5,1,1,0,4,3,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,False,True,False,False,False,29,5,266.66666666666663,0,0.0,0.0,5,NumStorePurchases,5,29
58,8557,1982,51381.5,1,0,2013-06-17,57,11,3,22,2,2,6,2,2,0,3,6,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,False,True,False,False,False,46,5,266.66666666666663,0,0.0,0.0,5,NumStorePurchases,5,46
59,8375,1968,55954.0,0,1,2014-03-03,63,447,0,28,0,0,43,3,8,2,6,7,0,0,0,0,0,0,3,11,0,False,False,False,False,True,False,False,False,True,False,False,False,False,518,16,266.66666666666663,0,0.0,0.0,16,NumWebPurchases,16,518
60,6853,1982,75777.0,0,0,2013-07-04,12,712,26,538,69,13,80,1,3,6,11,1,0,1,1,0,0,0,3,11,1,False,False,False,True,False,False,False,False,False,True,False,False,False,1438,20,266.66666666666663,2,1.0,1.5,20,NumStorePurchases,20,1438
61,3076,1975,66653.0,1,1,2012-09-07,18,452,18,102,16,18,6,4,4,2,12,3,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,False,False,True,False,False,612,18,266.66666666666663,0,0.0,0.0,18,NumStorePurchases,18,612
62,1012,1952,61823.0,0,1,2013-02-18,26,523,7,134,37,14,169,4,8,2,10,7,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,False,True,False,False,False,884,20,266.66666666666663,0,0.0,0.0,20,NumStorePurchases,20,884
63,6518,1951,67680.0,0,1,2013-06-11,8,546,0,48,0,6,6,1,7,3,8,5,0,0,0,0,0,0,3,11,0,False,False,False,False,True,False,False,False,False,False,False,True,False,606,18,266.66666666666663,0,0.0,0.0,18,NumStorePurchases,18,606
64,4137,1948,70666.0,0,0,2013-12-06,29,398,40,367,119,122,30,1,7,4,4,4,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,False,False,True,False,False,1076,15,266.66666666666663,0,0.0,0.0,15,NumWebPurchases,15,1076
65,8082,1971,25721.0,1,0,2013-05-21,75,1,3,6,3,6,15,1,1,1,2,7,0,0,0,0,0,0,3,11,1,False,False,True,False,False,False,False,False,True,False,False,False,False,34,4,266.66666666666663,0,0.0,0.0,4,NumStorePurchases,4,34
66,1386,1967,32474.0,1,1,2014-05-11,0,10,0,1,0,0,0,1,1,0,2,7,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,False,False,True,False,False,11,3,266.66666666666663,0,0.0,0.0,3,NumStorePurchases,3,11
67,9369,1979,88194.0,0,1,2014-03-19,19,688,14,309,201,24,38,1,11,10,10,5,1,0,0,1,0,0,3,11,1,True,False,False,False,False,False,False,False,False,True,False,False,False,1274,31,266.66666666666663,2,1.0,1.5,31,NumWebPurchases,31,1274
68,4477,1958,69096.0,0,1,2013-09-27,4,247,49,159,7,82,109,1,5,2,10,4,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,False,False,True,False,False,653,17,266.66666666666663,0,0.0,0.0,17,NumStorePurchases,17,653
69,1357,1970,74854.0,1,2,2013-04-08,90,856,59,487,58,29,73,7,2,5,5,5,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,False,False,True,False,False,1562,12,266.66666666666663,0,0.0,0.0,12,NumCatalogPurchases,12,1562
70,1402,1954,66991.0,0,0,2012-09-11,1,496,36,460,189,60,12,3,4,8,6,3,0,0,0,0,0,0,3,11,0,False,False,False,True,False,False,False,False,True,False,False,False,False,1253,18,266.66666666666663,0,0.0,0.0,18,NumCatalogPurchases,18,1253
71,10629,1973,51381.5,1,0,2012-09-14,25,25,3,43,17,4,17,3,3,0,3,8,0,0,0,0,0,0,3,11,0,True,False,False,False,False,False,False,False,True,False,False,False,False,109,6,266.66666666666663,0,0.0,0.0,6,NumWebPurchases,6,109
72,6312,1959,65031.0,0,1,2013-03-17,29,258,107,291,84,37,86,4,10,3,13,7,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,True,False,False,False,False,863,26,266.66666666666663,0,0.0,0.0,26,NumStorePurchases,26,863
73,8132,1975,60631.0,1,1,2013-04-05,88,565,6,65,0,6,19,5,9,2,8,7,0,1,0,0,0,0,3,11,0,False,False,False,False,True,False,False,False,True,False,False,False,False,661,19,266.66666666666663,1,1.0,3.0,19,NumWebPurchases,19,661
74,1050,1952,28332.0,0,0,2014-04-30,58,14,10,13,4,15,9,1,2,1,4,2,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,True,False,False,False,False,65,7,266.66666666666663,0,0.0,0.0,7,NumStorePurchases,7,65
75,5846,1977,40246.0,1,0,2012-12-19,68,2,1,6,2,1,1,1,1,0,2,6,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,True,False,False,False,False,False,13,3,266.66666666666663,0,0.0,0.0,3,NumStorePurchases,3,13
76,1859,1972,75251.0,0,0,2012-08-27,34,721,111,925,97,18,18,1,7,6,5,5,0,0,0,0,0,0,3,11,1,False,False,False,True,False,False,False,False,True,False,False,False,False,1890,18,266.66666666666663,0,0.0,0.0,18,NumWebPurchases,18,1890
77,7503,1976,75825.0,0,0,2012-10-12,40,1032,105,779,137,105,51,0,5,8,9,4,1,0,0,0,0,0,3,11,1,False,False,True,False,False,False,False,False,False,True,False,False,False,2209,22,266.66666666666663,1,1.0,3.0,22,NumStorePurchases,22,2209
78,10401,1976,26326.0,0,0,2013-09-04,12,1,0,5,0,3,9,1,0,0,3,3,0,0,0,0,0,1,3,11,0,True,False,False,False,False,False,False,False,False,False,True,False,False,18,3,266.66666666666663,0,0.0,0.0,3,NumStorePurchases,3,18
79,1618,1965,56046.0,0,0,2013-01-02,9,577,0,64,0,0,51,2,10,1,8,8,1,0,0,0,0,0,3,11,1,False,False,True,False,False,False,False,False,False,False,True,False,False,692,19,266.66666666666663,1,1.0,3.0,19,NumWebPurchases,19,692
80,3332,1985,29760.0,1,0,2012-08-29,87,64,4,68,7,5,17,4,3,1,4,8,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,False,True,False,False,False,165,8,266.66666666666663,0,0.0,0.0,8,NumStorePurchases,8,165
81,2261,1969,26304.0,1,0,2013-06-23,5,4,1,5,2,0,4,1,1,0,2,7,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,True,False,False,False,False,16,3,266.66666666666663,0,0.0,0.0,3,NumStorePurchases,3,16
82,5346,1973,23559.0,1,0,2013-07-03,87,25,5,19,7,0,23,3,3,0,3,7,0,0,0,0,0,0,3,11,0,True,False,False,False,False,False,False,False,True,False,False,False,False,79,6,266.66666666666663,0,0.0,0.0,6,NumWebPurchases,6,79
83,4119,1963,38620.0,0,0,2013-05-11,56,112,17,44,34,22,89,1,2,5,3,3,0,0,0,0,0,0,3,11,0,False,False,False,True,False,False,False,False,False,False,True,False,False,318,10,266.66666666666663,0,0.0,0.0,10,NumCatalogPurchases,10,318
84,535,1987,81361.0,0,0,2014-02-25,18,163,23,424,27,65,76,1,3,10,13,1,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,True,False,False,False,False,False,778,26,266.66666666666663,0,0.0,0.0,26,NumStorePurchases,26,778
85,5268,1960,29440.0,1,1,2013-08-11,95,17,8,14,10,4,3,2,1,0,4,7,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,True,False,False,False,False,56,5,266.66666666666663,0,0.0,0.0,5,NumStorePurchases,5,56
86,273,1970,36138.0,1,1,2013-07-16,48,130,0,16,0,0,5,5,3,1,4,7,0,1,0,0,0,0,3,11,0,False,False,False,True,False,False,False,False,True,False,False,False,False,151,8,266.66666666666663,1,1.0,3.0,8,NumStorePurchases,8,151
87,4452,1957,50388.0,0,1,2014-05-28,3,292,6,37,0,3,34,4,6,1,6,7,0,1,0,1,0,0,3,11,1,False,False,True,False,False,False,False,False,False,True,False,False,False,372,13,266.66666666666663,2,1.0,1.5,13,NumWebPurchases,13,372
88,8504,1973,79593.0,0,0,2014-05-12,70,350,60,568,110,133,145,1,5,6,7,2,0,0,1,0,0,0,3,11,0,False,False,True,False,False,False,False,False,True,False,False,False,False,1366,18,266.66666666666663,1,1.0,3.0,18,NumStorePurchases,18,1366
89,771,1967,54178.0,0,1,2014-01-21,79,135,9,39,4,0,7,1,2,2,5,2,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,False,False,True,False,False,194,9,266.66666666666663,0,0.0,0.0,9,NumStorePurchases,9,194
90,8996,1957,51381.5,2,1,2012-11-19,4,230,42,192,49,37,53,12,7,2,8,9,0,0,0,0,0,0,3,11,0,False,False,False,False,True,False,False,False,True,False,False,False,False,603,17,266.66666666666663,0,0.0,0.0,17,NumStorePurchases,17,603
91,9235,1957,51381.5,1,1,2014-05-27,45,7,0,8,2,0,1,1,1,0,2,7,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,False,True,False,False,False,18,3,266.66666666666663,0,0.0,0.0,3,NumStorePurchases,3,18
92,5798,1973,51381.5,0,0,2013-11-23,87,445,37,359,98,28,18,1,2,4,8,1,0,0,0,0,0,0,3,11,0,False,False,False,True,False,False,False,False,False,False,True,False,False,985,14,266.66666666666663,0,0.0,0.0,14,NumStorePurchases,14,985
93,11178,1972,42394.0,1,0,2014-03-23,69,15,2,10,0,1,4,1,1,0,3,7,0,0,0,0,0,0,3,11,0,False,False,False,True,False,False,False,False,False,True,False,False,False,32,4,266.66666666666663,0,0.0,0.0,4,NumStorePurchases,4,32
94,2230,1970,23626.0,1,0,2014-05-24,84,27,2,14,0,0,0,3,3,1,3,5,0,0,0,0,0,0,3,11,0,False,False,False,False,True,False,False,False,True,False,False,False,False,43,7,266.66666666666663,0,0.0,0.0,7,NumWebPurchases,7,43
95,7516,1983,30096.0,1,0,2014-05-22,30,5,3,11,12,5,9,1,2,0,3,6,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,True,False,False,False,False,45,5,266.66666666666663,0,0.0,0.0,5,NumStorePurchases,5,45
96,7247,1960,47916.0,0,1,2012-11-22,72,505,0,26,0,0,75,5,7,4,6,6,0,1,0,0,0,0,3,11,0,False,False,True,False,False,False,False,False,False,False,False,True,False,606,17,266.66666666666663,1,1.0,3.0,17,NumWebPurchases,17,606
97,11100,1972,51813.0,1,1,2013-04-11,37,51,2,7,0,1,2,2,2,0,3,7,0,0,0,0,0,0,3,11,0,False,False,True,False,False,False,False,True,False,False,False,False,False,63,5,266.66666666666663,0,0.0,0.0,5,NumStorePurchases,5,63
98,4646,1951,78497.0,0,0,2013-12-01,44,207,26,447,75,0,223,1,5,7,12,2,0,0,0,1,0,0,3,11,0,True,False,False,False,False,False,False,False,True,False,False,False,False,978,24,266.66666666666663,1,1.0,3.0,24,NumStorePurchases,24,978
99,3037,1983,50150.0,0,0,2013-06-20,32,135,46,92,65,61,11,2,5,2,7,5,0,0,0,0,0,0,3,11,0,False,False,False,False,True,False,False,False,True,False,False,False,False,410,14,266.66666666666663,0,0.0,0.0,14,NumStorePurchases,14,410
100,1473,1960,47823.0,0,1,2013-07-23,0,53,1,5,2,1,10,2,2,0,3,8,0,0,0,0,0,0,3,11,0,True,False,False,False,False,False,False,False,False,True,False,False,False,72,5,266.66666666666663,0,0.0,0.0,5,NumStorePurchases,5,72
